accession,species,ncbi_organism_name
GCA_001686725.1,Mycobacterium parascrofulaceum,Mycobacterium malmoense
GCF_000164135.1,Mycobacterium parascrofulaceum,Mycobacterium parascrofulaceum ATCC BAA-614
GCF_001686665.1,Mycobacterium parascrofulaceum,Mycobacterium malmoense
GCF_001686825.1,Mycobacterium parascrofulaceum,Mycobacterium malmoense
GCF_001686735.1,Mycobacterium parascrofulaceum,Mycobacterium malmoense
GCF_010731655.1,Mycobacterium paraseoulense,Mycobacterium paraseoulense
GCF_002086475.1,Mycobacterium paraseoulense,Mycobacterium paraseoulense
GCF_025823155.1,Mycobacterium paraseoulense,Mycobacterium paraseoulense
GCF_022430545.2,Mycobacterium paraterrae,Mycobacterium paraterrae
GCF_002102335.1,Mycobacterium parmense,Mycobacterium parmense
GCF_010730575.1,Mycobacterium parmense,Mycobacterium parmense
GCF_025822965.1,Mycobacterium parmense,Mycobacterium parmense
GCF_004721025.1,Mycobacterium peregrinum,Mycolicibacterium peregrinum
GCF_002198105.1,Mycobacterium peregrinum,Mycolicibacterium peregrinum
GCF_002102345.1,Mycobacterium peregrinum,Mycolicibacterium peregrinum
GCF_004721035.1,Mycobacterium peregrinum,Mycolicibacterium peregrinum
GCF_001403655.1,Mycobacterium peregrinum,Mycolicibacterium peregrinum
GCF_025822425.1,Mycobacterium peregrinum,Mycolicibacterium peregrinum
GCF_001665785.1,Mycobacterium peregrinum_A,Mycolicibacterium peregrinum
GCF_001667205.1,Mycobacterium peregrinum_B,Mycolicibacterium peregrinum
GCF_001665625.1,Mycobacterium peregrinum_B,Mycolicibacterium peregrinum
GCF_002086855.1,Mycobacterium persicum,Mycobacterium persicum
GCF_001632975.1,Mycobacterium persicum,Mycobacterium persicum
GCF_002705835.1,Mycobacterium persicum,Mycobacterium persicum
GCF_002086915.1,Mycobacterium persicum,Mycobacterium persicum
GCF_900566035.1,Mycobacterium persicum,Mycobacterium persicum
GCA_002086925.1,Mycobacterium persicum,Mycobacterium persicum
GCF_900566005.1,Mycobacterium persicum,Mycobacterium persicum
GCF_900566015.1,Mycobacterium persicum,Mycobacterium persicum
GCA_002086935.1,Mycobacterium persicum,Mycobacterium persicum
GCF_002086675.1,Mycobacterium persicum,Mycobacterium persicum
GCF_902825395.1,Mycobacterium persicum,Mycobacterium persicum
GCF_002705895.1,Mycobacterium persicum,Mycobacterium persicum
GCF_900453675.1,Mycobacterium phlei,Mycolicibacterium phlei
GCF_009192875.1,Mycobacterium phlei,Mycolicibacterium phlei DSM 43239 = CCUG 21000
GCF_015333575.1,Mycobacterium phlei,Mycolicibacterium phlei
GCF_001582025.1,Mycobacterium phlei,Mycolicibacterium phlei DSM 43071
GCF_001583415.1,Mycobacterium phlei,Mycolicibacterium phlei
GCF_001582005.1,Mycobacterium phlei,Mycolicibacterium phlei DSM 43070
GCF_001582015.1,Mycobacterium phlei,Mycolicibacterium phlei DSM 43239 = CCUG 21000
GCF_024652765.1,Mycobacterium phlei,Mycolicibacterium phlei
GCF_001581995.1,Mycobacterium phlei,Mycolicibacterium phlei DSM 43072
GCA_900637115.1,Mycobacterium phlei,Mycobacteroides chelonae
GCF_000257725.1,Mycobacterium phlei,Mycolicibacterium phlei RIVM601174
GCF_020520165.1,Mycobacterium phocaicum,Mycolicibacterium phocaicum
GCA_946221585.1,Mycobacterium phocaicum,Mycolicibacterium mucogenicum
GCF_001557045.1,Mycobacterium phocaicum,Mycolicibacterium mucogenicum
GCF_004359045.1,Mycobacterium phocaicum,Mycolicibacterium mucogenicum
GCF_005670655.1,Mycobacterium phocaicum,Mycolicibacterium phocaicum
GCF_003987785.1,Mycobacterium phocaicum,Mycolicibacterium sp.
GCF_026501155.1,Mycobacterium phocaicum,Mycolicibacterium mucogenicum
GCF_001665375.1,Mycobacterium phocaicum,Mycolicibacterium mucogenicum
GCF_001556905.1,Mycobacterium phocaicum,Mycolicibacterium mucogenicum
GCF_003851485.1,Mycobacterium phocaicum,Mycolicibacterium sp. NCC-Tsukiji
GCF_010731115.1,Mycobacterium phocaicum,Mycolicibacterium phocaicum
GCF_007786435.1,Mycobacterium porcinum,Mycolicibacterium porcinum
GCA_001686755.1,Mycobacterium porcinum,Mycolicibacterium vulneris
GCF_002086835.1,Mycobacterium porcinum,Mycolicibacterium porcinum
GCA_019731915.1,Mycobacterium porcinum,Mycobacterium sp. 20091114027_K0903767
GCF_025823105.1,Mycobacterium porcinum,Mycolicibacterium porcinum
GCF_001722425.1,Mycobacterium porcinum,Mycolicibacterium porcinum
GCA_000612885.1,Mycobacterium porcinum,Mycolicibacterium vulneris
GCF_900289185.1,Mycobacterium porcinum,Mycolicibacterium porcinum
GCF_001686675.1,Mycobacterium porcinum,Mycolicibacterium porcinum
GCA_001686845.1,Mycobacterium porcinum,Mycolicibacterium vulneris
GCA_001686835.1,Mycobacterium porcinum,Mycolicibacterium vulneris
GCA_001942045.1,Mycobacterium porcinum_A,Mycolicibacterium porcinum
GCA_950065845.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCF_025822745.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCF_950074805.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCF_010728325.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCA_009363295.1,Mycobacterium poriferae,Mycobacterium sp. THAF192
GCF_950054135.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCA_950054185.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCA_950062135.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCF_022348005.1,Mycobacterium poriferae,Mycolicibacterium sp. OfavD-34-C
GCA_950072715.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCF_950054145.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCA_950075195.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCA_950074995.1,Mycobacterium poriferae,Mycolicibacterium poriferae
GCA_000524055.1,Mycobacterium pseudokansasii,Mycobacterium kansasii 732
GCF_900566045.1,Mycobacterium pseudokansasii,Mycobacterium pseudokansasii
GCF_019751035.1,Mycobacterium pseudokansasii,Mycobacterium pseudokansasii
GCA_002705935.1,Mycobacterium pseudokansasii,Mycobacterium kansasii
GCF_900566025.1,Mycobacterium pseudokansasii,Mycobacterium pseudokansasii
GCA_002705885.1,Mycobacterium pseudokansasii,Mycobacterium kansasii
GCF_900566075.1,Mycobacterium pseudokansasii,Mycobacterium pseudokansasii
GCA_001632915.1,Mycobacterium pseudokansasii,Mycobacterium kansasii
GCA_001428285.1,Mycobacterium psychrotolerans,Mycobacterium sp. Soil538
GCF_010729305.1,Mycobacterium psychrotolerans,Mycolicibacterium psychrotolerans
GCF_025821805.1,Mycobacterium psychrotolerans,Mycolicibacterium psychrotolerans
GCF_010725725.1,Mycobacterium pulveris,Mycolicibacterium pulveris
GCF_025822105.1,Mycobacterium pulveris,Mycolicibacterium pulveris
GCF_025821625.1,Mycobacterium pyrenivorans,Mycolicibacterium pyrenivorans
GCF_900157375.1,Mycobacterium rhizamassiliense,Mycobacterium rhizamassiliense
GCF_002086695.1,Mycobacterium rhodesiae,Mycolicibacterium rhodesiae
GCF_025822805.1,Mycobacterium rhodesiae,Mycolicibacterium rhodesiae
GCF_000230895.2,Mycobacterium rhodesiae_A,Mycolicibacterium rhodesiae NBB3
GCA_000230935.2,Mycobacterium rhodesiae_B,Mycolicibacterium rhodesiae JS60
GCF_002101845.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_025821735.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219555.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219495.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219515.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219525.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219505.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219475.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219485.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_016864455.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCF_905219535.1,Mycobacterium riyadhense,Mycobacterium riyadhense
GCA_025821255.1,Mycobacterium rufum,Mycolicibacterium rufum
GCA_000762985.1,Mycobacterium rufum,Mycolicibacterium rufum
GCF_022374875.2,Mycobacterium rufum,Mycolicibacterium rufum
GCF_900108565.1,Mycobacterium rutilum,Mycolicibacterium rutilum
GCF_004924335.1,Mycobacterium salmoniphilum,Mycobacteroides salmoniphilum
GCF_002013645.1,Mycobacterium salmoniphilum,Mycobacteroides salmoniphilum
GCF_002013685.1,Mycobacterium salmoniphilum,Mycobacteroides salmoniphilum
GCF_004367915.1,Mycobacterium salmoniphilum,Mycobacteroides salmoniphilum
GCF_004366875.1,Mycobacterium salmoniphilum,Mycobacteroides salmoniphilum
GCF_001456355.1,Mycobacterium saopaulense,Mycobacteroides saopaulense
GCF_001853765.1,Mycobacterium saopaulense,Mycobacteroides saopaulense
GCF_001853625.1,Mycobacterium saopaulense,Mycobacteroides saopaulense
GCF_002086715.1,Mycobacterium saopaulense,Mycobacteroides saopaulense
GCF_010731875.1,Mycobacterium sarraceniae,Mycolicibacterium sarraceniae
GCF_010729105.1,Mycobacterium saskatchewanense,Mycobacterium saskatchewanense
GCF_002101875.1,Mycobacterium saskatchewanense,Mycobacterium saskatchewanense
GCF_002086735.1,Mycobacterium scrofulaceum,Mycobacterium scrofulaceum
GCA_025821325.1,Mycobacterium scrofulaceum,Mycobacterium scrofulaceum
GCF_001667885.1,Mycobacterium scrofulaceum_C,Mycobacterium scrofulaceum
GCF_001672575.1,Mycobacterium scrofulaceum_C,Mycobacterium scrofulaceum
GCF_025822985.1,Mycobacterium sediminis,Mycolicibacterium sediminis
GCF_010731735.1,Mycobacterium sediminis,Mycolicibacterium sediminis
GCF_019668465.1,Mycobacterium senriense,Mycobacterium senriense
GCF_002101885.1,Mycobacterium senuense,Mycolicibacter senuensis
GCA_030852925.1,Mycobacterium senuense,Actinomycetota bacterium
GCF_010723225.1,Mycobacterium senuense,Mycolicibacter senuensis
GCF_025823355.1,Mycobacterium seoulense,Mycobacterium seoulense
GCF_010731595.1,Mycobacterium seoulense,Mycobacterium seoulense
GCF_016919345.1,Mycobacterium septicum,Mycolicibacterium septicum
GCF_000455325.1,Mycobacterium septicum,Mycolicibacterium septicum DSM 44393
GCF_029270025.1,Mycobacterium septicum,Mycolicibacterium septicum
GCF_028613735.1,Mycobacterium septicum,Mycolicibacterium septicum
GCF_012396425.1,Mycobacterium septicum,Mycolicibacterium septicum DSM 44393
GCF_001665445.1,Mycobacterium setense,Mycolicibacterium setense
GCF_000805385.1,Mycobacterium setense,Mycolicibacterium setense
GCF_900236745.1,Mycobacterium setense,Mycolicibacterium setense
GCF_000805375.1,Mycobacterium setense,Mycolicibacterium setense
GCF_025821545.1,Mycobacterium setense,Mycolicibacterium setense
GCF_025822045.1,Mycobacterium sherrisii,Mycobacterium sherrisii
GCF_001722325.1,Mycobacterium sherrisii,Mycobacterium sherrisii
GCF_002102355.1,Mycobacterium sherrisii,Mycobacterium sherrisii
GCF_003515645.1,Mycobacterium shigaense,Mycobacterium shigaense
GCF_002356315.1,Mycobacterium shigaense,Mycobacterium shigaense
GCF_002983495.1,Mycobacterium shigaense,Mycobacterium shigaense
GCF_900417275.1,Mycobacterium shimoidei,Mycobacterium shimoidei
GCF_001722445.1,Mycobacterium shimoidei,Mycobacterium shimoidei
GCA_002101905.1,Mycobacterium shimoidei,Mycobacterium shimoidei
GCF_025822885.1,Mycobacterium shimoidei,Mycobacterium shimoidei
GCF_010730055.1,Mycobacterium shinjukuense,Mycobacterium shinjukuense
GCF_002086755.1,Mycobacterium shinjukuense,Mycobacterium shinjukuense
GCF_025822285.1,Mycobacterium shinjukuense,Mycobacterium shinjukuense
GCA_002865895.1,Mycobacterium simiae,Mycobacterium tuberculosis variant microti OV254
GCF_010727605.1,Mycobacterium simiae,Mycobacterium simiae
GCF_000455305.1,Mycobacterium simiae,Mycobacterium simiae ATCC 25275 = DSM 44165
GCF_030417435.1,Mycobacterium simiae,Mycobacterium simiae
GCF_002093075.1,Mycobacterium simiae,Mycobacterium simiae
GCF_008370645.1,Mycobacterium simiae_A,Mycobacterium simiae
GCF_900232515.1,Mycobacterium simulans,Mycobacterium simulans
GCF_900232995.1,Mycobacterium simulans,Mycobacterium simulans
GCF_001667375.1,Mycobacterium sinense_A,Mycolicibacter sinensis
GCF_001667395.1,Mycobacterium sinense_A,Mycolicibacter sinensis
GCA_025933815.1,Mycobacterium sinense_A,Mycolicibacter sinensis
GCF_001667945.1,Mycobacterium sinense_B,Mycolicibacter sinensis
GCF_001672735.1,Mycobacterium sinense_B,Mycolicibacter sinensis
GCF_003933725.1,Mycobacterium sinense_B,Mycolicibacter terrae
GCF_028728255.1,Mycobacterium sinense_C,Mycobacterium sp. CSUR Q5927
GCF_001673565.1,Mycobacterium sinense_C,Mycolicibacter sinensis
GCA_023418405.1,Mycobacterium smegmatis,Actinomycetes bacterium
GCF_015321325.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085425.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_023913245.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310195.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000767705.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085405.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024599995.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085245.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_019930745.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085075.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000283295.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis MC2 155
GCF_004310145.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_020731585.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024600315.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000767665.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310165.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310235.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_021183885.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310095.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085165.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000767605.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis MC2 155
GCF_015223325.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_015223255.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085095.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_015223215.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310055.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085145.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085325.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085945.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_001457595.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_015321375.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085175.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310225.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310045.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310135.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000521845.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis MC2 51
GCF_029221955.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024600175.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004310125.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004309955.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_029221935.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_022370395.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085085.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_015223305.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085065.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_022370375.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085445.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_015223295.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_900453465.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_021183665.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024179085.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085225.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085205.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_004307055.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis MC2 155
GCF_024600035.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_013349145.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_029222015.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_029221905.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024085335.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024600455.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_009764675.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000331165.2,Mycobacterium smegmatis,Mycolicibacterium smegmatis MKD8
GCF_000015005.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis MC2 155
GCF_004310075.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_015223265.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_024600015.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_022370415.1,Mycobacterium smegmatis,Mycolicibacterium smegmatis
GCF_000328565.1,Mycobacterium sp000328565,Mycobacterium sp. JS623
GCF_000373905.1,Mycobacterium sp000373905,Mycobacterium sp. 155
GCF_000382405.1,Mycobacterium sp000382405,Mycobacterium sp. 141
GCF_000426065.1,Mycobacterium sp000426065,Mycobacterium sp. URHD0025
GCF_000972905.1,Mycobacterium sp000455125,Mycobacterium sp. UM_Kg27
GCF_000455125.1,Mycobacterium sp000455125,Mycobacterium sp. UM_WGJ
GCF_900604305.1,Mycobacterium sp000455125,Mycobacterium sp. P7213
GCF_000455205.1,Mycobacterium sp000455205,Mycobacterium sp. UM_CSW
GCF_001672675.1,Mycobacterium sp000455205,Mycobacterium sp. E2327
GCF_002101935.1,Mycobacterium sp000455205,Mycobacterium sp. IEC1808
GCF_000620625.1,Mycobacterium sp000620625,Mycobacterium sp. URHB0044
GCF_001021385.1,Mycobacterium sp001021385,Mycobacterium sp. EPa45
GCF_001426545.1,Mycobacterium sp001426545,Mycobacterium sp. Root135
GCF_001428895.1,Mycobacterium sp001428895,Mycobacterium sp. Root265
GCF_001494595.1,Mycobacterium sp001494595,Mycobacterium sp. M26
GCF_001499985.1,Mycobacterium sp001499855,Mycobacterium sp. IS-1556
GCF_001500145.1,Mycobacterium sp001499855,Mycobacterium sp. GA-1999
GCF_001499855.1,Mycobacterium sp001499855,Mycobacterium sp. GA-0227b
GCF_001499905.1,Mycobacterium sp001499905,Mycobacterium sp. GA-1285
GCF_001499965.1,Mycobacterium sp001499965,Mycobacterium sp. GA-2829
GCF_001499995.1,Mycobacterium sp001499995,Mycobacterium sp. IS-1496
GCF_001500025.1,Mycobacterium sp001500025,Mycobacterium sp. IS-1590
GCF_001500045.1,Mycobacterium sp001500045,Mycobacterium sp. GA-1199
GCF_001500065.1,Mycobacterium sp001500065,Mycobacterium sp. IS-3022
GCF_001500125.1,Mycobacterium sp001500125,Mycobacterium sp. IS-1742
GCA_027731605.1,Mycobacterium sp001510415,Actinomycetota bacterium
GCA_027592345.1,Mycobacterium sp001510415,Actinomycetota bacterium
GCA_001510415.1,Mycobacterium sp001510415,Actinobacteria bacterium casp-actino6
GCA_027728805.1,Mycobacterium sp001510415,Actinomycetota bacterium
GCF_001545925.1,Mycobacterium sp001545925,Mycobacterium sp. NAZ190054
GCA_029566815.1,Mycobacterium sp001644575,Actinomycetes bacterium
GCA_016234225.1,Mycobacterium sp001644575,Mycolicibacterium neoaurum
GCF_001644575.1,Mycobacterium sp001644575,Mycobacterium sp. YC-RL4
